Game all Analysis
500, exponential, 1.0000, 1.0000, 1.0000, 0.8000
1, lognormal, 3.6972, 1.6783, 1325.5274, 0.0692
20, lognormal, -277.0657, 662.4779, 1348.0393, 0.0737
50, lognormal, -7097.4702, 20092.7701, 1214.0490, 0.1251
75, lognormal, -3647.6352, 6247.9142, 1619.1642, 0.1153
100, lognormal, -2921.2258, 20541.7586, 1564.3937, 0.1565
150, lognormal, -4224.0431, 10591.2314, 1943.4314, 0.2308
300, lognormal, -372055.5593, 1113323.0161, 1443.9695, 0.4575
500, lognormal, -87379.9636, 257177.8601, 2542.3518, 0.4667
bmin selected = 50
--------------------
Generating 2501 data sets...
power distribution: 
[0, 0, 19.791957856612836, 15.614277381690252, 13.196711885203444, 10.411153934069629, 6.9418599137989716, 5.1493561939715615, 3.433443552095361]
linear distribution: 
[0, 0, 13.637854940977721, 13.357514976608439, 13.077175012239158, 12.516495083500596, 10.834455297284908, 8.5917355823306565, 2.9849362949450313]
exponential distribution: 
[0, 0, 1.9287498479639178e-22, 2.6786369618080778e-33, 3.7200759760208361e-44, 7.1750959731644108e-66, 5.1482002224120135e-131, 7.1245764067412855e-218, 0.0]
lognormal distribution: 
[0, 0, 22.810867098802131, 15.207136270403883, 11.4052944840082, 7.6034754203081478, 3.8016913487481765, 2.2809943076719783, 1.1404832433513379]
p-values : 
power , 0.2759
linear , 0.0144
exponential , 0.0000
lognormal , 0.0504
****************************************************
Game linear Analysis
[96, 94, 91, 88, 85, 79, 63, 40, -15]
bmin 	 function 	 param0 	 param1 	 KS
1, power, 0.1232, 116.4720, -71.8293, 0.1252
20, power, 0.3026, 281.4146, 22.9568, 0.0975
50, power, 0.4626, 643.8804, -62.0517, 0.0945
75, power, 0.5761, 1193.9299, -521.4409, 0.1078
100, power, 0.6875, 2249.3844, -1129.9959, 0.1339
150, power, 0.8962, 7674.0640, -6411.4707, 0.1785
300, power, 1.8571, 2637293.5909, 697674.4323, 0.2420
500, power, 3.0297, 5376409193.1783, 1712078580.0488, 0.7091
1, linear, -0.1114, 96.1795, -1.5494, 0.0009
20, linear, -0.1114, 96.1945, -9.2240, 0.0011
50, linear, -0.1114, 96.1853, 8.5760, 0.0013
75, linear, -0.1112, 96.0549, -8.6971, 0.0010
100, linear, -0.1110, 95.9239, -0.4471, 0.0012
150, linear, -0.1109, 95.7966, 27.8241, 0.0018
300, linear, -0.1112, 96.0256, -11.1046, 0.0036
500, linear, -0.1100, 95.0000, -36.2767, 0.0000
1, exponential, 0.0022, 102.1973, 28.9206, 0.0428
20, exponential, 0.0022, 104.5934, -54.1775, 0.0492
50, exponential, 1.0000, 1.0000, 1.0000, 0.7889
75, exponential, 1.0000, 1.0000, 1.0000, 0.7412
100, exponential, 1.0000, 1.0000, 1.0000, 0.6627
150, exponential, 1.0000, 1.0000, 1.0000, 0.5269
300, exponential, 1.0000, 1.0000, 1.0000, 0.2841
500, exponential, 1.0000, 1.0000, 1.0000, 0.6000
1, lognormal, 9.7568, 2.7834, 42338.5140, 0.0638
20, lognormal, 4.6921, -1.9367, 2991.5004, 0.2508
50, lognormal, -15433.4815, 28618.3207, 7276.2898, 0.1764
75, lognormal, -21465.1660, 25588.6305, 11870.3205, 0.1334
100, lognormal, -23221.0358, 62820.3961, 11014.6763, 0.1030
150, lognormal, -27785.5758, 47619.5602, 15696.3273, 0.1667
300, lognormal, -54369.2060, 50670.8526, 30353.3262, 0.3283
500, lognormal, -52281.5024, 45084.0676, 25464.0861, 0.9333
bmin selected = 1
--------------------
Generating 2501 data sets...
power distribution: 
[116.47196239115047, 80.526521769842518, 71.930667550879576, 68.425857572136096, 66.043217548441561, 62.82527260543965, 57.683089668065499, 54.164845175074404, 49.731509176454892]
linear distribution: 
[96.068097305171335, 93.951667073887592, 90.609935129755357, 87.825158509645178, 85.040381889534984, 79.470828649314598, 62.762168928653452, 40.483955967771927, -15.21157643443189]
exponential distribution: 
[101.97704851991227, 97.881347198403304, 91.74675816835493, 86.929340625782046, 82.364874928514737, 73.942368726983389, 53.499202245557221, 34.749820762735759, 11.815870590176283]
lognormal distribution: 
[90.905422875061248, 110.78435772467836, 93.385799308546567, 83.642483439985739, 76.363365277709747, 65.959406296998836, 48.887095112501179, 37.678194494604803, 25.074198322629123]
p-values : 
power , 0.0000
linear , 1.0000
exponential , 0.0048
lognormal , 0.5058
****************************************************
Game lognormal Analysis
[0, 212, 85, 57, 43, 28, 14, 9, 4]
bmin 	 function 	 param0 	 param1 	 KS
1, power, 0.0788, 71.0804, -45.0043, 0.2804
20, power, 0.9964, 4194.4171, -2800.2916, 0.0013
50, power, 0.9979, 4222.9998, -1947.8420, 0.0021
75, power, 1.0069, 4409.3277, -148.8343, 0.0022
100, power, 1.0106, 4493.5221, -241.6183, 0.0040
150, power, 0.9828, 3853.3883, 879.7074, 0.0060
300, power, 0.9791, 3767.9776, 1226.0317, 0.0126
500, power, 1.1699, 12937.0427, -14102.2209, 0.0000
1, linear, -0.0903, 72.2558, 5.7796, 0.1917
20, linear, -0.1156, 88.2270, 6.7182, 0.2846
